"sample_id","tree","R2_full","partial_R2_phylo","prop_residual","prop_phylo_norm","prop_residual_norm","shapley_longitude_norm","shapley_norm_longitude_norm","shapley_latitude_norm","shapley_norm_latitude_norm","shapley_log_n_speakers_norm","shapley_norm_log_n_speakers_norm","shapley_n_segments_norm","shapley_norm_n_segments_norm","shapley_delta_norm","shapley_norm_delta_norm"
2979,"heggarty2024",0.10324855698538,0.440019317609432,0.89675144301462,0.237370395968407,0.483756591119848,0.25598204306855,0.138090662142059,0.15278823689827,0.0824223002046664,0.00967896540875296,0.00522136133504825,0.0240225183637012,0.0129590553595001,0.0744819715422067,0.0401796338704704
2980,"heggarty2024",0.0603002657958945,-0.0298999788203566,0.939699734204105,0,0.725716976735077,0.0623139459249558,0.0481241898864575,0.0134338217238829,0.0103747528413547,0.00700475982497991,0.00540967815346387,0.124136985076576,0.0958692593300369,0.148267790256972,0.11450514305361
2981,"heggarty2024",0.0636575197574679,-0.0344707795482564,0.936342480242532,0,0.714321885692978,0.1968592098918,0.150180991456798,0.0351959612931879,0.0268504804280747,0.0335113454223609,0.0255653117948992,0.0327839200316564,0.0250103696794305,0.0761201759220897,0.0580709609478193
2982,"heggarty2024",0.0468084930896281,0.0246256533702842,0.953191506910372,0.0173637691303126,0.672103883462378,0.148938925559627,0.105018172677395,0.0300520380965271,0.0211899616857732,0.0753270758979854,0.0531137970427402,0.038996137946737,0.0274965267357349,0.147089164084871,0.103713889265667
2983,"heggarty2024",-0.209054808453208,-0.305857549181643,1.20905480845321,0,0.808650806060294,0.0124252838459365,0.00831038901404224,0.00691963410385489,0.00462805131463245,0.00291167094983012,0.00194740969896535,0.0493369267866116,0.0329979628182218,0.214502363143815,0.143465381093844
2984,"heggarty2024",0.235537646363047,0.114241638579689,0.764462353636953,0.0779314009849999,0.52148781267402,0.189734801537955,0.129430031670542,0.166654967210867,0.11368582626546,0.047140760828959,0.0321576754375503,0.0254704196872783,0.0173749739112935,0.158220694856831,0.107932279056134
2985,"heggarty2024",0.19718975874778,2.41096093589846,0.80281024125222,0.740095676333148,0.246439657988619,0.00755495446771408,0.00231915376694617,0.0036725727291209,0.00112737421721373,0.00177138250649497,0.000543763490593658,0.0270600069120699,0.00830664396878947,0.003804037869067,0.00116773023468955
2986,"heggarty2024",0.190117024575408,0.093614604294003,0.809882975424592,0.0634623497421958,0.549028402397874,0.24984398332079,0.169371930480969,0.0742998349266505,0.0503686593076223,0.0492085192132352,0.0333589858137759,0.0292644534858283,0.0198386885907163,0.169005990845234,0.114570983666847
2987,"heggarty2024",0.165008877020223,0.185375770550113,0.834991122979777,0.141655537526132,0.638061360469295,0.078442037384338,0.0599417547252729,0.0549334655303412,0.0419775980689456,0.0602843414365559,0.0460664884373099,0.092293448033094,0.0705263581776119,0.0023174698210225,0.0017709025954327
2988,"heggarty2024",-0.0903843181208708,-0.205355350380203,1.09038431812087,0,0.70683952642033,0.15324673043842,0.0993418967683185,0.195509740152877,0.126738811117882,0.00866886133197847,0.0056195726008414,0.0580301561204787,0.0376179365280912,0.0367795258964142,0.0238422565645371
