"sample_id","tree","R2_full","partial_R2_linear","partial_R2_spline","partial_R2_phylo","prop_residual","shapley_log_n_speakers","shapley_n_segments","shapley_delta","shapley_log_n_speakers_n_segments","shapley_log_n_speakers_delta","shapley_n_segments_delta","prop_linear_norm","prop_spline_norm","prop_phylo_norm","prop_residual_norm","shapley_norm_log_n_speakers","shapley_norm_n_segments","shapley_norm_delta","shapley_norm_log_n_speakers_n_segments","shapley_norm_log_n_speakers_delta","shapley_norm_n_segments_delta"
17,"long_v3_CCD0.0.25",0.847459950706732,0.0342076516325571,0.433598413286332,0.683964193471764,0.152540049293268,0.00636072136853232,0.00172586047056686,0.00117420305321582,0.00338164134426673,0.0237431595562652,0.00269632081395286,0.0298520985669492,0.331197315988783,0.522435272291208,0.11651531315306,0.0048585367945506,0.00131827132689579,0.000896896500850665,0.00258301345793496,0.0181358383175991,0.00205954216911805
18,"long_v3_CCD0.0.25",0.952155540843011,0.215819664480723,0.370897285022977,0.680199633396005,0.0478444591569893,0.0303972888273153,0.103040710711323,0.0350218308654371,0.0108073977531382,0.0234854205089207,0.0714362432627099,0.199681631100976,0.270110777731767,0.495364240744108,0.034843350423149,0.0221372214293093,0.0750407393964756,0.0255051043904719,0.00787062815025964,0.0171035633184243,0.0520243744160353
19,"long_v3_CCD0.0.25",0.940095099462251,0.281356243757206,0.593594267506337,0.80375020414026,0.0599049005377493,0.00344467154545469,0.00722242148497437,0.242388453239359,0.0126582608344819,0.0133396295594582,0.0692444913332308,0.192904349812372,0.328761405168799,0.445155994561622,0.0331782504572071,0.00190782680969299,0.00400012865032621,0.134246526366282,0.00701076113221227,0.00738813630532894,0.0383509705485298
20,"long_v3_CCD0.0.25",0.95155103527454,0.245398523918789,0.488880669616547,1.50665200691695,0.0484489647254604,0.00125073757895907,0.0668515441425004,0.10068237310666,0.0364284495663317,0.0115152163459492,0.0161980114000766,0.102299405536675,0.214712529152702,0.661709662629673,0.0212784026809506,0.000549314066958845,0.0293606702262502,0.0442189031277978,0.0159990873552715,0.00505739207753613,0.0071140386828603
21,"long_v3_CCD0.0.25",0.836182735931245,0.299284706065156,0.477165889962962,0.706070443883601,0.163817264068755,0.0413179141073586,0.0112861627789738,0.17896450614092,0.0178092340971267,0.0376756264974371,0.0452140690267328,0.197858236020735,0.284142137534818,0.420449930297442,0.0975496961470043,0.0246039389652436,0.00672066986354043,0.10656955659947,0.0106050200793027,0.0224350341697227,0.0269240163434563
22,"long_v3_CCD0.0.25",0.793874567902958,0.199808260000812,1.0161561758441,0.331259576120866,0.206125432097042,0.00938661208051318,0.0124164683278515,0.00460160079434127,0.0294619135448188,0.118068404499368,0.0957860765524762,0.147933230307678,0.557328585258688,0.181685094576604,0.113053089857031,0.00514825117985322,0.00681002870579659,0.00252382824766588,0.0161589005561157,0.0647566765893269,0.0525355450289192
23,"long_v3_CCD0.0.25",0.986239351500499,0.15760230524746,0.232440024732738,0.613960986676911,0.0137606484995007,0.00206855694461575,0.0171558350990786,0.0838848259907004,0.00818071412857495,0.00186263754169732,0.0203415985623066,0.134346485454632,0.233924079285468,0.617880929460102,0.0138485057997985,0.00208176401321234,0.0172653695702349,0.084420403536175,0.00823294534848231,0.00187452988135362,0.0204714731051737
24,"long_v3_CCD0.0.25",0.981971039372221,0.309130043497551,0.203258518898979,0.802578082472706,0.0180289606277789,0.0479857681610967,0.00724167574244575,0.0687212117993337,0.0175121917067384,0.133076359773559,0.0523019055220702,0.241976739124485,0.15048331637959,0.59419212615679,0.013347818339135,0.0355264693013574,0.00536140570034595,0.0508780439472141,0.0129652262516726,0.0985236538125202,0.0387219401113751
25,"long_v3_CCD0.0.25",0.996461202033424,0.316424587092045,0.658523173501599,0.986058436539428,0.00353879796657611,0.00175750524791752,0.0447138726328317,0.230487635323548,0.0126605090617796,0.00271360581391008,0.00171378724743212,0.151401432716153,0.339066137911746,0.507710342302641,0.00182208706945981,0.000904919584837618,0.0230226675609239,0.118675477933468,0.00651875299808845,0.00139720495824756,0.000882409680587801
26,"long_v3_CCD0.0.25",0.998778801363329,0.158936634102182,0.520838003958717,0.883421127693356,0.00122119863667097,0.00438079219363207,0.00416780792372047,0.10350774258408,0.00789092295309133,0.00124808888568743,0.0292737556561619,0.0967056552618183,0.334739671101607,0.567769816105285,0.000784857531289847,0.00281551063270168,0.00267862683405768,0.0665238470421042,0.00507145203293436,0.000802139743884155,0.0188140789761362
27,"long_v3_CCD0.0.25",0.999156517412393,0.180561119907016,0.126981840649362,0.640303262511371,0.000843482587606758,0.00698035856929191,0.0390043166431864,0.0486797366082539,0.0330765824243662,0.00199470231246922,0.0381005758700263,0.179318989341847,0.135669453334853,0.684110366877698,0.000901190445601333,0.00745792804966595,0.0416728430586597,0.0520102183143115,0.0353395558983143,0.00213117222836402,0.0407072717925319
28,"long_v3_CCD0.0.25",0.996718861804878,0.147112902738769,0.201315770375596,0.720927405215246,0.00328113819512216,0.0115929856051956,0.0179235692387141,0.0616673152590846,0.0285945491814624,0.0147632655986552,0.0157333173235163,0.139686835613923,0.187131342605336,0.670131867996289,0.00304995378445171,0.0107761600447749,0.0166606996047184,0.05732232242794,0.0265798172171912,0.0137230665414895,0.0146247697778092
29,"long_v3_CCD0.0.25",0.992988149987234,0.314077545225477,0.893995008260517,0.749603964310815,0.00701185001276601,0.0163713331511594,0.00728185166347863,0.00381494028377941,0.036221476582415,0.029023917298899,0.170057000995282,0.137333062746166,0.467233054057492,0.391769245177354,0.00366463801898883,0.00855623120546533,0.00380575032352897,0.00199382119963447,0.0189306103162736,0.0151689141381927,0.0888777355630706
30,"long_v3_CCD0.0.25",0.998101728799844,0.115789062388359,0.785350428162175,0.764127499142169,0.00189827120015594,0.0048132836102914,0.0107192234416109,0.0752627177134599,0.00222676675137872,0.00625083352491375,0.0175404984174506,0.0700240122127166,0.470780098916908,0.458057965885509,0.00113792298486656,0.00288533379865961,0.00642566285214012,0.0451164071722912,0.00133484038957253,0.0037470763618968,0.0105146916381563
