"sample_id","tree","Intercept","longitude_norm","latitude_norm","log_n_speakers_norm","n_segments_norm","delta_norm","longitude_norm.latitude_norm","longitude_norm.log_n_speakers_norm","longitude_norm.n_segments_norm","longitude_norm.delta_norm","latitude_norm.log_n_speakers_norm","latitude_norm.n_segments_norm","latitude_norm.delta_norm","log_n_speakers_norm.n_segments_norm","log_n_speakers_norm.delta_norm","n_segments_norm.delta_norm"
734,"long_v3_CCD0.0.25",1.92671069968158,-0.268269507269013,0.0310002860221113,0.0169536322246633,-0.0436747571475928,-0.126735210326331,-0.2354448155211,0.178875300358208,-0.22502238266902,-0.0716456870873569,0.00103746702593596,-0.28694788366509,-0.144719245555488,-0.186708307658103,-0.0604802828337126,0.200262299362895
735,"long_v3_CCD0.0.25",1.80362121582713,-0.272957908230379,-0.0551173384014886,-0.0472942452210415,0.152162350394981,-0.0792025859719917,-0.0935166971789868,-0.054435508597258,0.154830802631028,0.00304572186371896,0.0205102597902731,0.126724102592247,-0.113253699419535,-0.00874838650483815,-0.105106643654964,-0.033129462091549
736,"long_v3_CCD0.0.25",2.03779886515948,0.00605590333899731,0.0559201336556342,0.0467273831353803,0.0393016985620222,-0.173244760307241,0.135257015284811,0.00620967249316912,-0.101339230927228,0.0106233436814377,-0.0981878335556624,-0.0036992089789629,0.124523001227495,-0.0641264766983958,0.0990988457847246,0.028792076480566
737,"long_v3_CCD0.0.25",1.91685585799818,-0.280304549089365,-0.183976782942699,0.00981034415750816,-0.0607495527724022,-0.108808671516038,-0.117106378550958,-0.0244471701878409,-0.188705616182583,-0.117055241729926,-0.0527265004146542,-0.248373175103653,-0.197107597036398,-0.0505255219934583,0.0180838615499583,0.185918254119054
738,"long_v3_CCD0.0.25",1.99013195761375,-0.318852022777468,-0.095139589265343,0.0462540912644321,0.0900182216445418,-0.0611737116997311,-0.160220281335991,-0.0435177702544353,-0.0497402763471351,0.00607965165498044,0.014578043075795,-0.0927947404489206,-0.155951528113454,-0.102317822907813,-0.178922027241991,0.0556709843266058
739,"long_v3_CCD0.0.25",2.32158590926833,-0.128479884404207,-0.103211024860951,0.0815623608233545,-0.042562470224271,-0.108265726030897,0.1638975217711,0.0610493073964872,-0.162978685703218,-0.0015363694958003,-0.0544490916788771,-0.331782036108859,0.0388372141016039,-0.177640348354022,0.127062641189552,0.180989129127251
740,"long_v3_CCD0.0.25",2.03911883314424,0.0899908155207889,0.284986749708249,0.0417189437318535,0.0637426474677761,-0.15768839685241,0.0311665984822035,-0.00641040093942432,-0.0172268541359068,-0.00555764662517321,-0.167341199165757,0.0808984383853365,0.0559170133980594,-0.03105134599044,0.108510721274996,-0.083474097506505
741,"long_v3_CCD0.0.25",2.2338746926858,-0.0330549688427911,0.132753922469461,-0.0372483036835129,0.0850981689855131,-0.120671238314973,0.0521055445154159,0.0530991118187995,-0.035296963196553,0.0834793678537261,-0.0250046058003779,-0.113175481350804,0.074211479201802,-0.0966774274964704,0.11545412136726,-0.00296890846597181
742,"long_v3_CCD0.0.25",1.98943434648764,-0.568986991795893,-0.368360466926561,-0.114697175885078,0.142312135034189,-0.0551824406669681,-0.148111505061849,0.0974577589929066,0.0329177738075647,-0.117157088197218,0.13059994003576,-0.222303593686184,-0.228416523754835,-0.126080294278637,-0.032548187269598,0.18781787146703
743,"long_v3_CCD0.0.25",2.10877531346634,-0.0317270956071398,-0.0233041134156715,0.00905514563143288,0.0366646618579033,-0.110628241708368,0.0708769370927872,-0.245491451389967,-0.0348582347146043,0.219607155095819,-0.0759069718041209,-0.107588184484281,0.0044618755750794,-0.0049716153415583,-0.0482687112057417,0.081515925091525
744,"long_v3_CCD0.0.25",2.05504072063841,-0.0419116686210062,-0.115894554796369,-0.0235694958982481,0.0420148002725265,-0.0779193052378111,0.107839611174535,-0.0641038643121454,0.0183375453610893,0.0832142079740789,-0.0971622450112284,-0.0634603957786167,-0.0198920016341085,-0.03339773405029,0.0407538340610117,0.0114490841650064
745,"long_v3_CCD0.0.25",2.06991745240046,-0.0644995845117725,-0.187051294945377,0.00105385073885557,-0.018011451596233,-0.0924696572043432,0.13853404773978,-0.0488302074827079,0.00209550852803916,-0.0212359891021428,-0.130680552273841,-0.184476894707355,-0.0886010068573817,-0.102184620661527,0.0324595492377009,0.178727736983019
746,"long_v3_CCD0.0.25",1.99995861706328,-0.0902251384488622,-0.044151436580522,-0.00693921679349855,0.0098149510901074,-0.121150383337597,0.141901866205954,0.00865037601858513,-0.0233514823666789,-0.125186935300886,-0.0657556481152373,-0.136245795497164,-0.0767366780593965,-0.100725805066833,0.0611978692833717,0.106598222424342
747,"long_v3_CCD0.0.25",2.10884702489555,-0.324462509371678,-0.168072957788573,0.0277875282007922,0.0298469737596872,-0.0818419933507763,-0.06228174110472,0.047469113479363,-0.0721139488186653,0.0301438406250612,0.00532133645734175,-0.160874577750127,-0.0244460661694088,-0.0987984936855864,0.11145264272384,0.110029023721205
748,"long_v3_CCD0.0.25",2.04992102032358,-0.264592115480941,0.0164944540430784,0.0275195885336418,0.113670563225304,-0.125746291044286,-0.210442816283716,-0.139914613698476,0.0922715026442171,0.0536223080688026,-0.0273410743852614,0.0397840210924975,-0.196447793230171,0.049191926763602,0.0663361071240352,0.0664705264875054
749,"long_v3_CCD0.0.25",1.78013766622739,-0.287846924899331,0.108197302404597,-0.00427723000447682,0.207430056910796,-0.0686979695682112,-0.181995130197826,-0.0949631832163239,0.1157429582261,0.116713622475542,0.0214667401006359,0.0691964508977164,-0.00491992969808987,-0.0312306288339921,-0.0239804665555192,-0.0643449618685253
750,"long_v3_CCD0.0.25",2.04694978107847,-0.166919987568195,-0.0781975851033552,-0.164288472314483,0.102050674924244,-0.0439821131409026,-0.155465451343928,-0.112356836070777,0.103501659529801,-0.0836945203485802,-0.0556817106733184,-0.176053690302876,-0.277429267206093,-0.0371934963441563,0.06006861195701,0.180322815400365
751,"long_v3_CCD0.0.25",2.00571647013779,-0.380235505328243,-0.0892004173625448,0.0887149019635284,-0.0233078804614002,-0.080955320315219,-0.149753372626236,0.193020570464061,-0.172603294521088,0.0458404326480514,0.0850875446072128,-0.187540354663676,0.0228529730177819,-0.20239368703672,-0.0977184982301686,0.0885919509033722
752,"long_v3_CCD0.0.25",1.95759193638993,-0.263122435018873,0.00022221078080803,-0.0248657803803885,0.0569499015766778,-0.0718602398519825,-0.20618386371256,0.0413420678375136,-0.00174009081090824,-0.0781792359677163,0.130287563464132,-0.167305096601378,-0.125063147075739,-0.104797841597857,-0.00341044924749974,0.11871542956341
753,"long_v3_CCD0.0.25",2.30721225902292,-0.231649006031541,-0.195276042370712,-0.0872578837430344,0.0307106699386797,-0.0863140106255355,0.0117193606914004,0.0387952101399515,0.0201324243806424,-0.0388337082401783,0.055803103677788,-0.151368326345535,-0.0955273726924752,-0.146520929109616,-0.0616437011404559,0.0386554279790563
754,"long_v3_CCD0.0.25",1.88864614184888,-0.356644632001163,-0.16457766883629,-0.0346588556612379,-0.0549998394043225,0.0801514478332862,-0.139346897741325,0.115516516295091,0.00577851962429819,-0.0289433490693612,0.143080323929151,-0.28749187153378,-0.129676547485813,-0.204143389223344,0.0342771744791674,0.186937041244122
755,"long_v3_CCD0.0.25",1.83168809180449,-0.212031467305802,-0.160291801508713,-0.00700619640093509,0.014868182044365,0.0592786978622465,0.00979268616499798,-0.0117025328274252,0.0517537679321756,0.0246547638400242,0.0518478026793558,-0.159397748770582,-0.176568124128225,-0.0534293389329939,0.00147977111261661,0.225905281396451
756,"long_v3_CCD0.0.25",2.02153829181519,-0.0105801023305158,-0.0548329812990903,0.0190141337075372,0.087824993907842,-0.0937078888457857,0.027408456107968,-0.0576612633090414,-0.0450838941073302,0.0797589225852204,-0.0059183970049355,-0.145191371327634,-0.0743650329102632,-0.0610376100186986,0.0533981100923054,0.0714955014610169
