"sample_id","tree","R2_full","partial_R2_linear","partial_R2_spline","partial_R2_phylo","prop_residual","shapley_log_n_speakers","shapley_n_segments","shapley_delta","prop_linear_norm","prop_spline_norm","prop_phylo_norm","prop_residual_norm","shapley_norm_log_n_speakers","shapley_norm_n_segments","shapley_norm_delta"
6645,"heggarty2024",0.152463608483879,-0.0503687258601534,0.274902378724842,0.286223800880777,0.847536391516121,0.000573538904902405,0.0701393598252325,0.0706198083166896,0.0911826694167867,0.177356913660834,0.184661079238236,0.546799337684144,0.000370026227163791,0.0452513377383365,0.0455613054512864
6646,"heggarty2024",0.24807435956618,0.0444122413116681,1.42194836829072,0.097739918364829,0.75192564043382,0.0263547079897414,0.0035031264980346,0.0879567416592906,0.0493065919266842,0.595099776521757,0.0409051445701105,0.314688486981448,0.0110297118972359,0.0014660938769625,0.0368107861524858
6647,"heggarty2024",0.176235421161399,0.0305143718811046,0.248225648669984,0.172531914320214,0.823764578838601,0.0897653399151031,0.0256669042021026,0.210146952665192,0.207361900009832,0.158095304147405,0.109885846268256,0.524656949574507,0.0571716854878318,0.016347291458783,0.133842923063217
6648,"heggarty2024",0.279280996903806,0.00666854303300027,0.48304347205471,0.189319163120613,0.720719003096194,0.0139746914371371,0.0118502671013793,0.0871587455243058,0.0750191249256836,0.320732081455385,0.125704481604481,0.47854431201445,0.0092789409890257,0.00786836186205035,0.0578718220746076
6649,"heggarty2024",0.238543695898516,0.0853617444143805,1.22815600518284,0.00561092510853931,0.761456304101484,0.083979702952666,0.00197144744424063,0.131275990255245,0.0981839606900706,0.55511121019284,0.00253606823087508,0.344168760886215,0.0379577792568375,0.000891069678433134,0.0593351117548
6650,"heggarty2024",0.153911688337516,-0.0659429359076628,0.585172342976369,0.0790533923099078,0.846088311662484,0.0109350774110982,0.0754179932699526,0.013559345956601,0.0620486738338157,0.36340996512567,0.0490945802330403,0.525446780807474,0.0067910183184686,0.0468368859756386,0.00842076953970849
6651,"heggarty2024",0.13154757056033,-0.149818832697018,0.321119645306943,0.0207974409772528,0.86845242943967,0.0636910604525378,0.0158786211995039,0.0224213546663539,0.0777157132311542,0.244688584099259,0.0158473530348717,0.661748349634715,0.0485316785493311,0.0120992826055264,0.0170847520762967
6652,"heggarty2024",0.332478804797616,0.0519567900459975,1.84016660997058,-0.0144408772032396,0.667521195202384,0.0932171756301275,0.00106819845368956,0.0108902121065468,0.0402529985065487,0.704272031998744,0,0.255474969494707,0.0356762530862698,0.00040882292477304,0.0041679224955058
6653,"heggarty2024",0.240672451431058,0.0194002842922948,0.723703557711628,-0.0583068382074102,0.759327548568942,0.0157290730260692,0.0100671492992839,0.0694932293612598,0.060373953317406,0.458527612821397,0,0.481098433861197,0.00996570243393881,0.00637839331716617,0.044029857566301
6654,"heggarty2024",0.431121452924895,0.000354524402503858,0.429525265453199,0.424576821199523,0.568878547075105,0.000973396851162085,0.00690584109354974,0.000130548520214041,0.0055973725273765,0.300159427618909,0.296701372146386,0.397541827707328,0.000680225973162678,0.00482591706841722,9.1229485796597e-05
6655,"heggarty2024",0.45373263616457,0.00285655440636552,0.733681488980044,0.398546046589057,0.54626736383543,0.000710140967572926,0.0134982012331779,0.00971775982784898,0.0140541628706756,0.430963603222949,0.234105457024763,0.320876776881612,0.000417135929934555,0.00792882678363041,0.0057082001571106
6656,"heggarty2024",0.401802725560394,0.078391851993026,-0.0177428971899171,0.724105893127192,0.598197274439606,0.015641142114164,0.100377177551133,0.0165333050995061,0.0911098657154443,0,0.497716952196112,0.411173182088444,0.0107509987914993,0.0689946364958284,0.0113642304281166
6657,"heggarty2024",0.0979147786449119,0.0578315249669358,0.116304112796884,0.000760669206717468,0.902085221355088,0.0211355536635139,0.0559882746758532,0.0608447544014918,0.119234609484519,0.100511835341722,0.000657382238826148,0.779596172934932,0.0182656764115753,0.0483859436262105,0.0525829894467336
6658,"heggarty2024",-0.0347534832835636,-0.0885117258273797,0.42952356675495,0.0308647594332404,1.03475348328356,0.0829673464598204,0.0203706798865263,0.317539741082113,0.21966256112548,0.224174936380266,0.0161087912698544,0.540053711224399,0.0433019304500255,0.010631770224124,0.165728860451331
6659,"heggarty2024",0.378550059386194,-0.0104962258759653,0.152689609813095,0.106934919395927,0.621449940613806,0.000135142711245545,0.000498891896539674,0.000288239020069942,0.00104566557042705,0.173118110635783,0.121241852863946,0.704594370929844,0.000153223594360246,0.000565639159378109,0.000326802816688698
6660,"heggarty2024",0.240433632133454,0.0186841616902341,0.342825426603765,0.0183484837252093,0.759566367866546,0.000184372666391978,0.0176046026947223,0.011570716887149,0.0255279480069323,0.298083153998761,0.0159538163609632,0.660435081633343,0.0001603101218417,0.0153070195175549,0.0100606183675357
6661,"heggarty2024",0.166927523996641,0.203235694234349,0.876523653895278,0.155085715262819,0.833072476003359,0.0325384910404599,0.0172637585657823,0.303658451935779,0.159349858766887,0.395161102336698,0.069916929141142,0.375572109755273,0.0146692515721397,0.00778297976901397,0.136897627425733
6662,"heggarty2024",-0.251203764604304,0.0607904774946672,1.11689901416764,0.58065325083134,1.2512037646043,0.0321257666353236,0.0191512526963755,0.0062044560456423,0.0191207365625996,0.371527203794512,0.193149493301622,0.416202566341267,0.0106863701161664,0.00637050554543556,0.00206386090099767
6663,"heggarty2024",0.322178988288499,0.126990430706461,2.40763368065992,0.0756889184921136,0.677821011711501,0.076066942372738,0.0215556746194959,0.00375670824670659,0.0310739042221269,0.73796682132637,0.0231995054056338,0.207759769045869,0.023315373979749,0.00660705688256312,0.00115147335981475
6664,"heggarty2024",0.327571359751388,-0.046158547883674,0.58911560433592,0.208044616504825,0.672428640248612,0.0632349781989659,0.0720086815387125,0.0940009436651661,0.134942363801014,0.346776547936682,0.122463220117348,0.395817868144955,0.0372225880409458,0.0423871339032261,0.0553326418568426
6665,"heggarty2024",0.218382147720534,-0.0347320743345194,0.295485937015866,0.0082483710775743,0.781617852279466,0.0168251410401203,0.0178965995398217,0.00575036057861682,0.0359488621283613,0.262461866485196,0.00732651743208482,0.694262753954358,0.0149447312649249,0.0158964415240766,0.00510768933935974
6666,"heggarty2024",0.307437274865833,0.00525726170734052,0.0810316578195683,0.211733144542153,0.692562725134167,0.0290416050210141,0.00114317106881246,0.0246059193282879,0.0526773728323041,0.0779061995400383,0.203566421467898,0.665850006159759,0.0279214462175761,0.00109907801212226,0.0236568486026058
6667,"heggarty2024",0.125074510534515,0.0175666410488624,0.68091215667746,-0.0895478514979129,0.874925489465485,0.00934496707554678,0.0140979299170491,0.0148656467489673,0.0240307595279819,0.427132819435331,0,0.548836421036687,0.00586205150747423,0.00884356152936667,0.00932514649114098
6668,"heggarty2024",0.0429375721359687,0.0440370532078792,0.0784386060883589,0.044786855871226,0.957062427864031,0.00763906883547894,0.00522809531988062,0.00157851550344677,0.0131956122124181,0.0716508639864253,0.0409111925675219,0.874242331233635,0.00697801643105784,0.00477567827060643,0.00144191751075385
6669,"heggarty2024",0.249778407727851,0.0590828449409242,0.511811548820593,0.0246165489802721,0.750221592272149,0.0348726960336308,0.0863733083214178,0.0196986097631603,0.0987287590770113,0.358513302636459,0.0172433785340844,0.525514559752445,0.0244275953828404,0.060502698888499,0.0137984648056719
6670,"heggarty2024",0.261176916530609,0.0527655876927152,4.84350000310325,-0.0203975273201231,0.738823083469391,0.015447867898775,0.0519159531752532,0.0166557421559506,0.0148278295935572,0.854784170751122,0,0.13038799965532,0.00272625022055684,0.00916216268302476,0.00293941668997564
6671,"heggarty2024",0.133560337257835,0.0485649258819097,0.497133947009418,0.0145034293369278,0.866439662742165,0.00976695517428416,0.108973549640543,0.053334564096724,0.111005280077679,0.320700107069362,0.00935613302854488,0.558938479824414,0.00630064309423483,0.070298617199015,0.0344060197844287
6672,"heggarty2024",-0.205834149130151,-0.058488070037754,0.954334533846461,0.444642581814709,1.20583414913015,0.0146701198883502,0.00514417022093342,0.146968018130484,0.0601756007311598,0.344327012132149,0.160428493607898,0.435068893528793,0.00529302709859679,0.00185603339212091,0.0530265402404421
6673,"heggarty2024",0.126569748248185,-0.0529813499474071,0.0134072925555286,0.221734068098541,0.873430251751815,0.0341658006318246,0.0418707212647156,0.415902593508959,0.30736383509169,0.00837688390496601,0.138539570054461,0.545719710948883,0.0213468113884776,0.0261608501193689,0.259856173583844
6674,"heggarty2024",0.164513643950955,0.000850764792022276,9.15214527847927,0.0188141480980589,0.835486356049045,0.00383070774800306,0.0552441532186058,0.0247838668668848,0.00831082230933304,0.907023694774714,0.00186457683993141,0.0828009060760217,0.000379642432399543,0.00547497383863275,0.00245620603830075
6675,"heggarty2024",0.279078068658838,-0.00378489393038352,0.619064875396456,0.188049131454813,0.720921931341162,0.02023548158157,0.00439242149270817,0.0113010640942079,0.0229730008936452,0.395830413632967,0.12023871559408,0.460957869879308,0.0129385777853501,0.00280851666022169,0.00722590644807337
6676,"heggarty2024",0.104624353830566,0.0268399046612073,0.412368620362461,0.138943293601392,0.895375646169434,0.0441388121886539,0.0254465547590784,0.13030151824312,0.121395595418404,0.250440313545182,0.0843832442535203,0.543780846782894,0.026806447964741,0.0154542388480158,0.0791349086056475
6677,"heggarty2024",0.144423652956548,0.036025338831987,0.173651564720795,0.0207742453409128,0.855576347043452,0.00714364953689786,0.0351912580082387,0.0704431795829603,0.096990026866567,0.149341688235597,0.017866011607904,0.735802273289932,0.00614359383239128,0.0302647539659947,0.060581679068181
6678,"heggarty2024",-0.49484778421585,-0.651881986418442,0.37096014997198,0.0181204659392944,1.49484778421585,0.0946476749270647,0.396882143161141,0.0879236773299897,0.235226822307193,0.150589784979263,0.00735593046781041,0.606827462245733,0.038421844009742,0.161112714142637,0.0356922641548139
6679,"heggarty2024",0.190978429590908,-0.0411445093403334,0.134643411023052,0.0633710120803717,0.809021570409092,0.0257630179840919,0.0734863382342104,0.00184128333628697,0.0912266130404137,0.121505437199341,0.0571875182757512,0.730080431484494,0.0232491641436181,0.0663158307375149,0.00166161815928078
6680,"heggarty2024",0.308032818315596,0.0224575013607849,0.745140964187444,0.0672757016844193,0.691967181684404,0.0678838257033326,0.0455412292835988,0.193629667658811,0.169508769271431,0.411353151271559,0.0371393779458482,0.381998701511162,0.0374750912451656,0.0251409184019528,0.106892759624312
6681,"heggarty2024",0.226138716150118,-0.0535186300104078,0.383714811968178,0.000685992696429243,0.773861283849882,0.00135081678729499,0.0553952716525985,0.187621187793163,0.174220847199388,0.273568215247826,0.000489076240431279,0.551721861312355,0.000963060393034135,0.0394938770318478,0.133763909774506
6682,"heggarty2024",0.326280071338294,0.0453856299538057,1.546009212534,0.00101317944785211,0.673719928661706,0.00525806208662553,0.0168800223970943,0.0339566166815948,0.0246371174695452,0.679016195593019,0.000444994278530825,0.295901692658905,0.0023093713060095,0.00741380355089432,0.0149139426126414
6683,"heggarty2024",0.281565157697477,0.0336789736796823,0.508260673040146,0.214153457680502,0.718434842302523,0.000894332139693491,0.000353216816610257,0.0068577151169386,0.00559387168050569,0.350777588434166,0.147798634489415,0.495829905395914,0.000617225939092225,0.000243773617942603,0.00473287212347087
6684,"heggarty2024",0.148868106128039,-0.0182399602393379,0.0944368679351235,0.247659389469319,0.851131893871961,0.00378294734347759,0.0187085767428978,0.156594454703831,0.130499260239719,0.0688157804879118,0.180468439436165,0.620216519836204,0.0027566191009736,0.0136328675286537,0.114109773610092
6685,"heggarty2024",0.067673680884811,0.071868145410751,1.17746630915801,0.280590827948312,0.932326319115189,0.047574319100614,0.0339771111024868,0.124598420638896,0.0793942639908354,0.453476297012973,0.108063635149607,0.359065803846585,0.0183222448836665,0.0130855672099629,0.047986451897206
6686,"heggarty2024",0.477082208624836,0.102335497451372,0.667561124831765,0.779744964111897,0.522917791375164,0.00683410080267867,0.0371030586804742,0.130923434730652,0.0815168802393684,0.311205051715836,0.363503150281197,0.243774917763598,0.00318593551154561,0.0172967820712787,0.0610341626565441
6687,"heggarty2024",0.265497493523964,0.0207833115229628,1.47575356492299,0.250797807642669,0.734502506476036,0.00156882228607457,0.000707355463098506,0.0215023777413477,0.00956948048490731,0.593904661100743,0.100931476970954,0.295594381443395,0.000631359388372564,0.000284669281223251,0.0086534518153115
6688,"heggarty2024",0.0972433523227895,-0.165008681034088,0.164098579200422,-0.00310113245092872,0.902756647677211,0.122229584256905,0.0054030807200184,0.001169268541914,0.107724804220742,0.137245512037922,0,0.755029683741336,0.102227953217271,0.00451892139233858,0.000977929611132242
6689,"heggarty2024",0.0371007007729569,0.153974067469154,0.445511340943068,0.00442501041128855,0.962899299227043,0.09511507735533,0.0931333904317668,0.194262971013869,0.213057096905177,0.248147750135787,0.00246471027104338,0.536330442687993,0.0529786568390246,0.0518748664158341,0.108203573650318
